label,original_label,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,bbox_width,bbox_height,bbox_depth,min_intensity,max_intensity,sum_intensity,area,mean_intensity,sum_intensity_times_x,mass_center_x,sum_intensity_times_y,mass_center_y,sum_intensity_times_z,mass_center_z,sum_x,centroid_x,sum_y,centroid_y,sum_z,centroid_z,sum_distance_to_centroid,mean_distance_to_centroid,sum_distance_to_mass_center,mean_distance_to_mass_center,standard_deviation_intensity,max_distance_to_centroid,max_distance_to_mass_center,mean_max_distance_to_centroid_ratio,mean_max_distance_to_mass_center_ratio,annotated_class,key
68,68,1233,3563,0,1255,3592,0,23,30,1,4879,11713,3536833,521,6788.5474,4399919600,1244.0281,12652886000,3577.4622,0,0,648257,1244.2554,1864165,3578.052,0,0,4562.295,8.756804,4570.4136,8.7723875,1132.8436,15.104261,14.857626,1.72486,1.693681,2,2040
69,69,2778,3591,0,2818,3634,0,41,44,1,4893,14903,8972523,1294,6933.9434,25103407000,2797.809,32421104000,3613.3765,0,0,3620168,2797.6567,4675295,3613.0564,0,0,17911.543,13.841995,17913.504,13.843511,1188.8451,24.947227,25.301395,1.8022856,1.8276719,2,2070
70,70,889,3599,0,918,3629,0,30,31,1,5831,15633,4966890,569,8729.156,4496720400,905.33923,17949862000,3613.9036,0,0,515245,905.5272,2056357,3613.9841,0,0,5304.0854,9.321767,5305.6953,9.324596,1528.0491,16.800135,16.630047,1.8022479,1.7834603,2,2100
71,71,1616,3605,0,1644,3639,0,29,35,1,6069,13393,6150569,660,9319.044,10017905000,1628.777,22283823000,3623.0508,0,0,1075535,1629.5984,2391727,3623.8286,0,0,6607.329,10.011105,6638.5713,10.058441,1443.9191,20.303995,19.28103,2.0281475,1.9169005,2,2130
72,72,2920,3607,0,2944,3627,0,25,21,1,6143,13371,3031829,340,8917.145,8893448000,2933.3608,10962172000,3615.696,0,0,997616,2934.1648,1229323,3615.656,0,0,2415.6033,7.104716,2428.8884,7.14379,1473.24,14.261269,13.468059,2.007296,1.885282,2,2160
73,73,959,3663,0,992,3686,0,34,24,1,5150,9322,2881515,438,6578.802,2818891300,978.2671,10591164000,3675.5542,0,0,428446,978.18726,1610023,3675.8518,0,0,3921.6294,8.953492,3924.1716,8.959296,772.80963,21.256535,21.457956,2.3741055,2.3950493,2,2190
74,74,2661,3680,0,2680,3683,0,20,4,1,10258,16441,210358,15,14023.866,561697540,2670.198,774284400,3680.7937,0,0,40061,2670.7332,55213,3680.8665,0,0,85.267166,5.6844773,85.62546,5.7083635,1620.9492,9.771645,10.047238,1.719005,1.7600908,2,2220
75,75,0,3720,0,20,3742,0,21,23,1,6333,12277,3407945,360,9466.514,28854308,8.466776,12710955000,3729.8003,0,0,3057,8.491667,1342688,3729.689,0,0,2652.4521,7.367923,2653.0034,7.369454,1163.7332,14.411338,14.303342,1.9559567,1.9408958,2,2250
76,76,14,3729,0,46,3748,0,33,20,1,5361,12772,4347200,499,8711.824,126266520,29.045483,16250925000,3738.251,0,0,14943,29.945892,1865348,3738.1724,0,0,4435.8623,8.8895035,4447.1235,8.912071,1454.3688,16.200418,17.10329,1.8224211,1.9191151,2,2280
77,77,1335,3730,0,1361,3765,0,27,36,1,5457,17715,5828204,690,8446.672,7858473000,1348.3524,21835807000,3746.5757,0,0,930433,1348.4536,2586073,3747.9316,0,0,7048.2197,10.21481,7095.7207,10.283652,1874.5526,19.864151,18.695827,1.9446422,1.8180144,2,2310
78,78,2851,3745,0,2871,3767,0,21,23,1,7931,12588,3314891,313,10590.706,9479923000,2859.7993,12453134000,3756.725,0,0,895259,2860.2524,1175928,3756.9585,0,0,2157.3994,6.8926497,2163.33,6.9115977,1164.6011,15.119964,14.659669,2.193636,2.1210246,2,2340
79,79,2791,3794,0,2834,3821,0,44,28,1,5829,11503,6693896,797,8398.865,18814564000,2810.7046,25498720000,3809.2495,0,0,2240809,2811.5544,3036207,3809.5444,0,0,9077.812,11.3899765,9090.959,11.406473,1310.4686,22.589315,23.457224,1.9832627,2.0564835,2,2370
80,80,2649,3819,0,2669,3843,0,21,25,1,6030,11738,2114093,270,7829.974,5623504000,2660.0078,8099527700,3831.2068,0,0,718276,2660.2815,1034471,3831.374,0,0,1828.0181,6.7704372,1832.909,6.788552,1128.9664,15.468115,15.170574,2.2846553,2.234729,2,2400
81,81,2608,3824,0,2625,3846,0,18,23,1,6061,14266,2636208,318,8289.962,6897155600,2616.317,10109439000,3834.841,0,0,831916,2616.088,1219544,3835.044,0,0,2162.3745,6.7999196,2163.9797,6.8049674,1579.3868,11.71637,11.466183,1.7230159,1.6849725,2,2430
82,82,2678,3842,0,2703,3863,0,26,22,1,5819,12177,3603730,398,9054.598,9692897000,2689.6848,13885929000,3853.2104,0,0,1070295,2689.1833,1533700,3853.5176,0,0,3062.1384,7.693815,3070.3394,7.7144203,1267.2482,15.261771,14.946309,1.9836415,1.9374506,2,2460
83,83,2798,3842,0,2832,3874,0,35,33,1,5428,11412,7184602,933,7700.5376,20218434000,2814.134,27714447000,3857.4785,0,0,2625809,2814.3718,3599527,3858.0137,0,0,10831.126,11.608923,10839.777,11.618196,1098.6085,20.290607,20.422894,1.7478458,1.7578369,2,2490
84,84,2416,3884,0,2458,3904,0,43,21,1,8132,24608,871364,59,14768.882,2120537600,2433.584,3392004000,3892.752,0,0,143353,2429.712,229674,3892.7798,0,0,632.91296,10.727339,662.1149,11.222287,5499.014,28.37508,24.519289,2.6451182,2.1848745,2,2520
85,85,2415,3888,0,2420,3906,0,6,19,1,7775,10587,143717,16,8982.3125,347445900,2417.5698,559975040,3896.373,0,0,38680,2417.5,62347,3896.6875,0,0,81.08321,5.067701,81.01628,5.0635176,1025.7896,9.642233,9.9640465,1.9026839,1.9678112,2,2550
86,86,64,3964,0,84,3995,0,21,32,1,6339,11096,3380388,385,8780.229,253201780,74.903175,13454757000,3980.2405,0,0,28944,75.17922,1532286,3979.9636,0,0,3168.9646,8.231077,3169.9514,8.23364,989.7393,16.414494,16.749243,1.9942096,2.0342453,2,2580
87,87,45,3989,0,72,4007,0,28,19,1,6110,14646,3527821,395,8931.192,204804830,58.054203,14103301000,3997.7373,0,0,22945,58.088608,1579202,3997.9797,0,0,3041.4775,7.699943,3042.5413,7.7026362,1580.4349,14.226935,14.211901,1.8476676,1.8450696,2,2610
88,88,1687,4138,0,1754,4203,0,68,66,1,3464,8776,15711302,2893,5430.7993,27005469000,1718.8562,65512636000,4169.778,0,0,4968437,1717.3997,12062153,4169.4272,0,0,60796.688,21.0151,60992.9,21.082924,951.504,38.985588,37.748047,1.8551226,1.7904559,2,2640
89,89,3274,4268,0,3333,4313,0,60,46,1,4145,11604,16718911,2192,7627.24,55245685000,3304.3828,71769080000,4292.6885,0,0,7244854,3305.134,9410163,4292.9575,0,0,39672.582,18.098806,39703.37,18.112852,1403.1409,33.67991,33.13295,1.8608911,1.8292508,2,2670
90,90,1411,4290,0,1422,4298,0,12,9,1,3587,11395,544851,82,6644.524,772052100,1416.9967,2339589000,4293.998,0,0,116163,1416.622,352111,4294.0366,0,0,287.70816,3.508636,288.47177,3.5179484,2014.4679,5.9549274,6.3220468,1.6972201,1.7970834,2,2700
91,91,1846,4298,0,1869,4311,0,24,14,1,6986,11525,2374501,255,9311.769,4412104700,1858.1187,10223776000,4305.6523,0,0,473800,1858.0391,1097883,4305.4233,0,0,1616.7256,6.3401,1618.5066,6.3470845,954.0796,12.559121,12.572531,1.9809028,1.9808356,2,2730
92,92,1875,4312,0,1905,4326,0,31,15,1,6104,10013,2658139,325,8178.889,5023639000,1889.9083,11476491000,4317.491,0,0,614171,1889.757,1403188,4317.5015,0,0,2482.8105,7.639417,2483.535,7.641646,891.2704,15.640031,15.490229,2.0472806,2.02708,2,2760
93,93,3322,4314,0,3355,4340,0,34,27,1,5398,9538,5332339,645,8267.192,17809689000,3339.9392,23064295000,4325.362,0,0,2153840,3339.2869,2789828,4325.315,0,0,6623.6045,10.269155,6627.1284,10.274617,878.87463,18.788744,19.033863,1.8296291,1.8525131,2,2790
94,94,1425,4323,0,1431,4328,0,7,6,1,6065,12167,303224,35,8663.542,432891000,1427.6278,1311584600,4325.4644,0,0,49967,1427.6285,151390,4325.428,0,0,78.17941,2.2336974,78.18529,2.2338653,1818.4689,3.5784755,3.6025577,1.6020412,1.6127014,2,2820
95,95,1873,4326,0,1894,4341,0,22,16,1,7420,10822,2272896,248,9164.903,4282507300,1884.1632,9853723000,4335.316,0,0,467239,1884.0282,1075116,4335.145,0,0,1536.7458,6.1965556,1537.9573,6.2014403,776.1158,12.48607,12.527011,2.0150015,2.0200164,2,2850
1,1,2725,20,0,2770,66,0,46,47,1,4728,12938,14077007,1655,8505.744,38671460000,2747.1365,591196300,41.997303,0,0,4546258,2746.9836,70573,42.642292,0,0,25378.729,15.3345785,25393.674,15.343609,1779.1833,24.036938,24.546137,1.567499,1.5997629,2,31
2,2,2192,25,0,2255,75,0,64,51,1,4992,15146,18938460,2395,7907.499,42118963000,2223.991,934207550,49.328594,0,0,5325580,2223.6243,119695,49.977036,0,0,46075.227,19.23809,46102.793,19.2496,1593.103,37.492332,36.81645,1.9488593,1.9125825,2,62
3,3,2226,45,0,2355,125,0,130,81,1,3472,11907,38620000,6811,5670.2393,88682850000,2296.2932,3403755500,88.13453,0,0,15631806,2295.0823,609835,89.53677,0,0,237430.06,34.859795,237541.86,34.87621,1056.6399,71.771706,73.324646,2.0588677,2.1024258,2,93
4,4,2016,133,0,2070,185,0,55,53,1,4270,13579,16811002,2094,8028.177,34365680000,2044.2375,2653406000,157.83746,0,0,4278216,2043.0831,331126,158.13084,0,0,36184.188,17.279936,36239.938,17.30656,1919.8527,28.011217,28.959623,1.6210256,1.6733321,2,124
5,5,3595,411,0,3620,419,0,26,9,1,5851,13989,184268,18,10237.111,664586560,3606.6301,76128210,413.1385,0,0,64887,3604.8333,7428,412.66666,0,0,110.279816,6.1266565,113.686516,6.3159175,2930.313,16.435982,14.598315,2.6827002,2.311353,2,155
6,6,995,560,0,1052,597,0,58,38,1,4288,15221,12981571,1651,7862.853,13311762000,1025.4354,7491418000,577.08105,0,0,1691264,1024.3876,952516,576.93274,0,0,26746.14,16.199963,26767.055,16.212631,1893.6152,31.020779,32.061546,1.9148673,1.9775659,2,186
7,7,2140,612,0,2174,667,0,35,56,1,5193,15210,11397996,1367,8337.964,24596742000,2157.9883,7292919300,639.8422,0,0,2949594,2157.7134,874256,639.5435,0,0,20844.984,15.248709,20848.912,15.251582,1568.0198,29.76631,29.940731,1.9520545,1.963123,2,217
8,8,955,1257,0,992,1296,0,38,40,1,6224,13436,8157383,990,8239.781,7964043000,976.2987,10420039000,1277.3751,0,0,966366,976.1273,1264365,1277.1365,0,0,11940.816,12.061431,11942.726,12.063359,938.6227,22.911257,22.97876,1.8995471,1.9048392,2,248
9,9,951,1287,0,986,1318,0,36,32,1,5606,12371,6861124,824,8326.606,6635048400,967.0498,8938861000,1302.8274,0,0,796723,966.89685,1074149,1303.5789,0,0,9087.489,11.028506,9108.16,11.053593,1262.5204,20.405724,19.892315,1.8502709,1.7996243,2,279
10,10,1092,1342,0,1153,1392,0,62,51,1,3687,15498,14512737,2025,7166.7837,16256675000,1120.166,19829670000,1366.3632,0,0,2270551,1121.2598,2761550,1363.7284,0,0,35829.203,17.693434,36154.117,17.853886,2315.9395,32.554764,33.649467,1.8399347,1.884714,2,310
11,11,804,1542,0,876,1593,0,73,52,1,4482,14000,13472247,1900,7090.656,11294606000,838.361,21178900000,1572.0392,0,0,1591688,837.73047,2986426,1571.8031,0,0,38956.57,20.503458,38949.418,20.499693,1253.1117,41.44121,42.067917,2.0211816,2.0521243,2,341
12,12,2760,1820,0,2840,1914,0,81,95,1,2808,12461,27454002,5880,4669.048,76768500000,2796.259,51337724000,1869.9541,0,0,16449894,2797.601,10997893,1870.39,0,0,173323.64,29.47681,173490.92,29.505259,1130.6082,55.226463,54.28958,1.8735563,1.8399968,2,372
13,13,3541,1958,0,3562,1961,0,22,4,1,10996,20037,286212,17,16836,1016769000,3552.503,560776060,1959.3031,0,0,60388,3552.2354,33310,1959.4117,0,0,102.02704,6.0015907,101.60366,5.976686,2723.8774,11.347055,11.6274185,1.8906746,1.9454625,2,403
14,14,1144,2021,0,1216,2078,0,73,58,1,3875,10692,14295196,2630,5435.4355,16812875000,1176.1206,29323581000,2051.2893,0,0,3091528,1175.486,5392757,2050.4778,0,0,52622.168,20.008429,52675.37,20.028658,849.4835,40.542625,39.88573,2.0262773,1.991433,2,434
15,15,2753,2169,0,2792,2227,0,40,59,1,4841,16208,10091728,1402,7198.094,27981871000,2772.7532,22138356000,2193.7131,0,0,3887201,2772.6113,3075307,2193.5144,0,0,20971.67,14.958396,20975.943,14.961444,1306.2819,33.52434,33.333,2.2411723,2.2279267,2,465
16,16,929,2197,0,1018,2297,0,90,101,1,3030,12187,23158284,4619,5013.7007,22609297000,976.2942,52165042000,2252.5435,0,0,4513466,977.1522,10414012,2254.6033,0,0,138483.33,29.981236,139208.98,30.138338,1362.9487,63.552654,62.108162,2.1197476,2.0607693,2,496
17,17,2617,2259,0,2641,2267,0,25,9,1,13245,24149,304118,16,19007.375,799788740,2629.8633,687743100,2261.435,0,0,42093,2630.8125,36189,2261.8125,0,0,103.92735,6.4954596,105.312935,6.5820584,3381.4797,14.095932,13.091734,2.1701207,1.989003,2,527
18,18,2610,2267,0,2628,2271,0,19,5,1,12934,25809,362209,19,19063.63,948331650,2618.189,821492200,2268.006,0,0,49721,2616.8948,43095,2268.158,0,0,98.36782,5.1772537,101.79516,5.35764,4642.79,11.137102,9.86125,2.1511602,1.840596,2,558
19,19,2712,2274,0,2733,2280,0,22,7,1,14190,30117,420901,20,21045.05,1145346700,2721.1782,957979300,2276.0205,0,0,54448,2722.4001,45526,2276.3,0,0,119.72594,5.986297,121.18731,6.0593657,4338.72,11.227044,12.473603,1.8754572,2.0585659,2,589
20,20,2862,2381,0,2887,2398,0,26,18,1,6680,13376,265829,28,9493.893,765825660,2880.8958,634646100,2387.4224,0,0,80683,2881.5356,66871,2388.2498,0,0,216.55743,7.734194,219.87466,7.852666,1630.325,19.575579,18.900473,2.5310433,2.406886,2,620
21,21,38,2540,0,66,2587,0,29,48,1,4242,11167,7931284,1056,7510.6855,390964830,49.294018,20314382000,2561.298,0,0,52661,49.86837,2704449,2561.0312,0,0,13797.497,13.065811,13821.009,13.088076,1628.366,27.134615,26.716862,2.0767646,2.0413132,2,651
22,22,0,2545,0,25,2590,0,26,46,1,4879,9235,6852033,942,7273.92,70181220,10.242393,17577656000,2565.3198,0,0,10055,10.674097,2416263,2565.035,0,0,11809.413,12.536531,11826.8,12.554989,1227.0383,26.773937,26.353992,2.1356735,2.0990853,2,682
23,23,1658,2717,0,1732,2778,0,75,62,1,2777,8740,19002554,3567,5327.3213,32233626000,1696.2786,52221070000,2748.108,0,0,6043545,1694.2937,9799465,2747.257,0,0,81005.02,22.709568,81253.66,22.779272,1051.1432,38.69869,39.083675,1.7040697,1.715756,2,713
24,24,3251,2848,0,3309,2904,0,59,57,1,4012,12047,19589904,2591,7560.75,64254000000,3279.9548,56314700000,2874.6797,0,0,8500551,3280.7993,7450622,2875.5776,0,0,49816.168,19.226618,49887.414,19.254116,1606.5975,32.787758,32.576912,1.7053316,1.6919453,2,744
25,25,1737,2863,0,1765,2871,0,29,9,1,13456,20176,531769,32,16617.781,931055040,1750.8636,1524052400,2866.0044,0,0,56028,1750.875,91714,2866.0625,0,0,287.30267,8.978209,287.21368,8.975428,2139.1284,14.963106,14.993083,1.6666026,1.6704589,2,775
26,26,1721,2894,0,1753,2897,0,33,4,1,9649,18823,448628,30,14954.266,778354700,1734.9668,1298706200,2894.8398,0,0,52005,1733.4999,86851,2895.0332,0,0,248.38905,8.279634,250.59395,8.353131,2677.9087,19.527475,18.052752,2.3584948,2.1611958,2,806
27,27,1558,3117,0,1614,3182,0,57,66,1,2874,15211,16248354,2967,5476.358,25821772000,1589.1931,51167900000,3149.1128,0,0,4706881,1586.4109,9342266,3148.7246,0,0,61050.39,20.576471,61445.992,20.709805,1619.1227,33.88733,34.147938,1.646897,1.6488779,2,837
28,28,792,3244,0,810,3251,0,19,8,1,8369,14628,175561,15,11704.066,140813760,802.0788,570008060,3246.7805,0,0,12034,802.2666,48705,3246.9998,0,0,81.75578,5.450385,81.86235,5.4574895,1538.2319,11.018396,10.926397,2.0215812,2.0020921,2,868
29,29,2837,3347,0,2898,3435,0,62,89,1,3335,9601,21355200,4306,4959.4053,61230256000,2867.2295,72443440000,3392.309,0,0,12344812,2866.8862,14604050,3391.5583,0,0,108873.75,25.284197,108905.41,25.291548,769.9623,44.65173,45.42403,1.7659936,1.7960162,2,899
30,30,2112,3409,0,2144,3425,0,33,17,1,4708,16393,1280858,117,10947.504,2731177200,2132.303,4372818400,3413.976,0,0,249291,2130.6921,399538,3414.8545,0,0,1138.8767,9.733989,1111.3872,9.499036,2848.8755,19.387426,21.177786,1.9917247,2.229467,2,930
31,31,2922,3463,0,2985,3529,0,64,67,1,3352,11859,18680632,3317,5631.785,55189400000,2954.3647,65326494000,3497.0173,0,0,9793820,2952.6138,11597696,3496.4414,0,0,72002.34,21.707067,72180.97,21.76092,1086.2661,35.34878,35.03067,1.6284457,1.6097974,2,961
32,32,2766,3549,0,2855,3648,0,90,100,1,3188,11631,35018524,6706,5221.9688,98411710000,2810.2756,1.26059E+11,3599.772,0,0,18828472,2807.7053,24143196,3600.2378,0,0,208741.02,31.127499,209278.23,31.20761,1135.4344,52.89618,53.64724,1.6993393,1.7190436,2,992
33,33,3232,3833,0,3344,3924,0,113,92,1,2970,11111,36369656,7671,4741.1885,1.19621E+11,3289.0383,1.41048E+11,3878.17,0,0,25221944,3287.9604,29756888,3879.1409,0,0,256651.8,33.457413,256796.22,33.47624,879.06445,56.949703,57.717773,1.702155,1.7241416,2,1023
34,34,738,3999,0,778,4054,0,41,56,1,5216,16238,15438856,1657,9317.3545,11701977000,757.95624,62164955000,4026.5261,0,0,1256927,758.5558,6674132,4027.8406,0,0,26005.469,15.694308,26073.486,15.735356,1757.3638,29.349928,29.2522,1.8701001,1.8590109,2,1054
35,35,2274,4014,0,2323,4124,0,50,111,1,3162,8337,16900608,3819,4425.4014,38864167000,2299.572,68842180000,4073.355,0,0,8779771,2298.9712,15561556,4074.7725,0,0,105260.79,27.562395,105506.84,27.626823,633.70886,61.76509,60.264053,2.2409189,2.1813602,2,1085
1,1,3360,0,0,3375,6,0,16,7,1,3909,5638,396972,83,4782.795,1336568700,3366.9092,965388,2.4318793,0,0,279471,3367.1204,203,2.4457831,0,0,321.0863,3.8685095,321.237,3.870325,479.6839,8.250488,8.448397,2.1327305,2.182865,2,32
2,2,3088,19,0,3133,60,0,46,42,1,5730,12612,11763868,1383,8506.051,36595855000,3110.8694,453266980,38.530437,0,0,4301764,3110.4585,53326,38.55821,0,0,19572.154,14.151956,19576.973,14.155439,1272.0261,23.738148,23.78351,1.6773758,1.6801676,2,64
3,3,1887,122,0,1912,145,0,26,24,1,6506,14731,3303345,361,9150.54,6278717400,1900.715,440124400,133.23598,0,0,686091,1900.529,48237,133.6205,0,0,2771.3608,7.6768994,2774.6365,7.685973,1793.9376,16.600882,16.53492,2.1624463,2.1513112,2,96
4,4,2092,476,0,2147,506,0,56,31,1,4762,14586,10133310,1238,8185.2256,21497130000,2121.4324,4968589300,490.32245,0,0,2625187,2120.5063,606628,490.00644,0,0,18056.691,14.585372,18069.316,14.59557,1595.1726,29.609373,30.586397,2.0300732,2.0955946,2,128
5,5,3207,493,0,3240,551,0,34,59,1,4260,13553,10457403,1376,7599.857,33719157000,3224.4292,5466738700,522.7626,0,0,4436667,3224.322,718626,522.25726,0,0,21789.936,15.835709,21795.459,15.839723,1482.7135,30.517122,30.972075,1.927108,1.9553419,2,160
6,6,3312,555,0,3327,569,0,16,15,1,4107,11366,1083778,179,6054.626,3597330200,3319.25,609205800,562.1131,0,0,594131,3319.1677,100590,561.9553,0,0,906.0499,5.061732,906.5049,5.0642734,1929.1835,8.230169,8.226208,1.6259592,1.6243609,2,192
7,7,3283,573,0,3298,590,0,16,18,1,4608,13496,1342141,208,6452.6006,4416633000,3290.7368,780342500,581.4162,0,0,684439,3290.572,120956,581.5192,0,0,1135.1975,5.45768,1135.7401,5.4602885,2247.5178,8.899017,8.850003,1.6305494,1.620794,2,224
8,8,3314,579,0,3326,591,0,13,13,1,4890,9230,747408,130,5749.2925,2481419800,3320.0337,437251650,585.02405,0,0,431585,3319.8845,76046,584.96924,0,0,558.6137,4.2970285,558.81177,4.298552,1055.8182,6.6191473,6.7276835,1.5404011,1.5651046,2,256
9,9,3294,589,0,3312,605,0,19,17,1,4808,11578,1478215,235,6290.2764,4883246000,3303.4749,882306200,596.87274,0,0,776312,3303.4553,140342,597.19995,0,0,1359.1823,5.783754,1360.6338,5.789931,1641.7482,9.489109,9.541675,1.6406488,1.6479774,2,288
10,10,3303,610,0,3318,623,0,16,14,1,5087,12479,1161129,174,6673.1553,3844077800,3310.6382,716223700,616.83386,0,0,576017,3310.4426,107332,616.8506,0,0,865.9005,4.9764395,866.31354,4.9788136,1800.3292,7.7599473,7.9393954,1.5593373,1.594636,2,320
11,11,3449,620,0,3456,626,0,8,7,1,5233,8139,279858,42,6663.2856,966197570,3452.4565,174328880,622.91907,0,0,145003,3452.4524,26164,622.9524,0,0,102.62436,2.443437,102.63099,2.443595,916.20447,3.699054,3.7046597,1.5138732,1.5160695,2,352
12,12,3583,858,0,3605,882,0,23,25,1,6047,13486,2709685,309,8769.207,9740061000,3594.5361,2351809000,867.92706,0,0,1110876,3595.0679,268179,867.8932,0,0,2109.582,6.827126,2115.2695,6.8455324,1304.2845,14.137574,14.148869,2.0707943,2.0668762,2,384
13,13,3360,897,0,3368,907,0,9,11,1,3590,5220,315448,72,4381.222,1061249300,3364.2607,284471800,901.80255,0,0,242226,3364.25,64927,901.7639,0,0,232.01164,3.222384,232.01955,3.2224936,374.62524,5.289525,5.2497597,1.6414943,1.6290985,2,416
14,14,752,933,0,762,947,0,11,15,1,2555,3087,328816,117,2810.393,248859630,756.8355,309109280,940.0676,0,0,88555,756.8803,110000,940.1709,0,0,495.39276,4.234126,495.46313,4.2347274,112.86516,7.5079355,7.6204853,1.773196,1.799522,2,448
15,15,541,1012,0,575,1051,0,35,40,1,6177,16124,9972085,1124,8871.962,5568360000,558.3948,10294489000,1032.3307,0,0,627328,558.121,1159569,1031.645,0,0,14435.539,12.843006,14449.368,12.8553095,1491.3912,24.193565,24.910769,1.883793,1.9377805,2,480
16,16,3375,1023,0,3381,1028,0,7,6,1,7735,11555,324552,33,9834.909,1096383000,3378.1428,332911800,1025.758,0,0,111477,3378.0908,33848,1025.6969,0,0,71.35351,2.1622274,71.37347,2.1628323,1074.0278,3.1876948,3.2329524,1.4742644,1.4947772,2,512
17,17,3326,1042,0,3332,1047,0,7,6,1,8324,12538,383507,37,10365.054,1276614700,3328.791,400508220,1044.3309,0,0,123165,3328.7837,38640,1044.3242,0,0,85.029854,2.298104,85.02991,2.2981055,1225.9414,3.6264212,3.6363463,1.5780057,1.5823236,2,544
18,18,1216,1060,0,1241,1086,0,26,27,1,2867,3780,1784952,534,3342.6067,2193494300,1228.8813,1916168700,1073.5127,0,0,656135,1228.7173,573307,1073.6086,0,0,4681.3506,8.766574,4682.274,8.768303,172.99481,14.875483,14.795136,1.696841,1.6873432,2,576
19,19,3331,1074,0,3335,1078,0,5,5,1,7211,9842,196751,23,8554.391,655773600,3333.0127,211670820,1075.831,0,0,76659,3332.9998,24744,1075.826,0,0,41.22953,1.7925881,41.226974,1.792477,685.39294,2.7084007,2.720975,1.5108885,1.5179971,2,608
20,20,286,1133,0,309,1156,0,24,24,1,2012,2669,1047943,453,2313.3398,311880800,297.61237,1199794400,1144.9043,0,0,134740,297.4393,518623,1144.8632,0,0,3628.1196,8.009094,3628.699,8.010373,127.55085,12.214302,12.31348,1.5250541,1.5371919,2,640
21,21,2045,1174,0,2087,1225,0,43,52,1,6642,13942,12632381,1458,8664.185,26118064000,2067.5488,15165997000,1200.5653,0,0,3014254,2067.3896,1750023,1200.2902,0,0,22252.19,15.262133,22256.225,15.2649,971.9691,32.036133,31.92661,2.09906,2.0915048,2,672
22,22,2201,1256,0,2229,1282,0,29,27,1,3844,9019,3422374,591,5790.819,7578414000,2214.3735,4346020000,1269.8845,0,0,1308667,2214.3264,749865,1268.8071,0,0,5519.493,9.339244,5545.181,9.3827095,1066.1915,16.393126,17.15652,1.7552947,1.8285252,2,704
23,23,2223,1267,0,2249,1288,0,27,22,1,5536,12664,2640278,313,8435.393,5905778700,2236.8018,3373411300,1277.6727,0,0,700248,2237.214,399947,1277.7859,0,0,2318.974,7.408863,2324.294,7.425859,1541.9836,15.140274,14.794199,2.0435355,1.9922543,2,736
24,24,1896,1453,0,1930,1498,0,35,46,1,3401,10536,5588168,925,6041.2627,10688266000,1912.6602,8240588300,1474.6493,0,0,1768327,1911.705,1364567,1475.2076,0,0,11404.555,12.329248,11448.265,12.376503,1228.7026,24.254883,24.477108,1.9672637,1.9777079,2,768
25,25,1921,1477,0,1970,1508,0,50,32,1,3884,12643,7875627,1171,6725.557,15319834000,1945.2208,11748134000,1491.7078,0,0,2278465,1945.743,1747656,1492.4475,0,0,15799.179,13.492041,15827.004,13.515802,1416.4972,25.358397,25.428057,1.8795079,1.8813576,2,800
26,26,3863,1729,0,3896,1764,0,34,36,1,2987,8999,4721836,934,5055.499,18317530000,3879.3235,8253042000,1747.846,0,0,3623486,3879.5354,1630946,1746.1948,0,0,10813.179,11.577279,10888.06,11.657452,1089.5145,18.942421,19.757538,1.636172,1.694842,2,832
27,27,3744,1754,0,3770,1776,0,27,23,1,5247,16314,3934971,491,8014.1978,14782362000,3756.6636,6939802600,1763.6224,0,0,1844795,3757.2202,866271,1764.2994,0,0,4165.089,8.48287,4181.449,8.516191,1787.4386,14.573015,14.104784,1.7179345,1.6562316,2,864
28,28,3900,1762,0,3913,1777,0,14,16,1,5234,13818,1267786,163,7777.828,4952355300,3906.302,2243595500,1769.6957,0,0,636716,3906.2332,288481,1769.822,0,0,792.68555,4.8631015,793.0348,4.865244,2200.1624,7.918629,7.8622932,1.6283084,1.6160121,2,896
29,29,3876,1789,0,3892,1797,0,17,9,1,6380,11850,1033665,123,8403.78,4014834400,3884.0771,1853321600,1792.9615,0,0,477755,3884.1868,220543,1793.0325,0,0,552.8174,4.49445,552.9558,4.4955754,1331.6194,8.251616,8.14363,1.8359567,1.8114767,2,928
30,30,2291,1963,0,2329,1994,0,39,32,1,3489,13575,5357976,891,6013.4414,12372276000,2309.1323,10611791000,1980.5596,0,0,2059096,2310.9944,1764005,1979.8037,0,0,10218.787,11.468898,10330.324,11.594079,1661.9536,21.103516,20.325754,1.8400649,1.753115,2,960
31,31,2309,2057,0,2328,2082,0,20,26,1,5071,12941,2872427,398,7217.1533,6657817600,2317.8372,5943178000,2069.0442,0,0,922639,2318.1885,823676,2069.5376,0,0,3055.9922,7.6783724,3062.3242,7.694282,1298.959,14.148049,13.6081705,1.8425844,1.7686082,2,992
32,32,1960,2091,0,1990,2119,0,31,29,1,6139,15003,4487658,529,8483.286,8875760000,1977.8156,9444641000,2104.5813,0,0,1046331,1977.9414,1113334,2104.601,0,0,4811.2744,9.0950365,4812.1865,9.096761,1429.5289,18.260525,18.140602,2.0077462,1.9941826,2,1024
33,33,530,2146,0,572,2206,0,43,61,1,2829,10750,10882943,1941,5606.874,6003613000,551.65344,23711683000,2178.7932,0,0,1069725,551.12054,4224791,2176.6052,0,0,34046.906,17.540909,34210.12,17.624998,1285.4752,34.531242,33.606052,1.968612,1.9067266,2,1056
