label,original_label,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,bbox_width,bbox_height,bbox_depth,min_intensity,max_intensity,sum_intensity,area,mean_intensity,sum_intensity_times_x,mass_center_x,sum_intensity_times_y,mass_center_y,sum_intensity_times_z,mass_center_z,sum_x,centroid_x,sum_y,centroid_y,sum_z,centroid_z,sum_distance_to_centroid,mean_distance_to_centroid,sum_distance_to_mass_center,mean_distance_to_mass_center,standard_deviation_intensity,max_distance_to_centroid,max_distance_to_mass_center,mean_max_distance_to_centroid_ratio,mean_max_distance_to_mass_center_ratio,annotated_class,key
16,16,214,281,0,252,336,0,39,56,1,8483,22228,21226592,1594,13316.557,4906862600,231.16582,6573735000,309.69336,0,0,369566,231.84818,493040,309.3099,0,0,24652.475,15.465794,24678.566,15.4821615,2501.3794,28.907644,29.154667,1.8691342,1.8831135,1,32
17,17,134,291,0,169,330,0,36,40,1,9960,24863,16867768,1037,16265.929,2548311000,151.07578,5263599600,312.05075,0,0,156812,151.21696,322908,311.3867,0,0,13010.865,12.546639,13020.192,12.555634,2569.2253,22.075428,22.555607,1.7594694,1.7964531,1,34
18,18,104,294,0,128,336,0,25,43,1,13907,31989,16041066,790,20305.146,1859837700,115.94228,5083337000,316.89523,0,0,91480,115.79747,250010,316.46835,0,0,8877.683,11.237573,8878.937,11.239161,3229.4387,22.641836,23.083517,2.0148335,2.053847,1,36
19,19,1306,315,0,1370,386,0,65,72,1,7050,19551,38253464,3301,11588.447,51102573000,1335.8939,13342573000,348.79382,0,0,4412067,1336.585,1152923,349.26477,0,0,71839.32,21.762897,71873.05,21.773113,1663.1272,37.510117,37.839478,1.723581,1.7378993,1,38
20,20,139,346,0,171,389,0,33,44,1,10101,27872,18549308,1071,17319.615,2890104600,155.8066,6822742500,367.81656,0,0,166528,155.48833,394480,368.32867,0,0,13536.967,12.639558,13550.011,12.651737,3522.2266,22.599516,22.371483,1.7879989,1.7682538,1,40
21,21,182,371,0,215,414,0,34,44,1,10785,26634,16830170,885,19017.143,3343073000,198.63573,6612431400,392.89154,0,0,175864,198.71638,347122,392.22827,0,0,11295.807,12.763623,11307.394,12.776716,3441.4424,24.891844,25.141891,1.9502177,1.9677898,1,42
22,22,707,387,0,783,429,0,77,43,1,5789,18979,27686004,2638,10495.073,20658020000,746.1539,11365055000,410.4982,0,0,1967420,745.79987,1080581,409.6213,0,0,54595.35,20.695736,54654.637,20.71821,2246.264,40.43395,40.5378,1.9537333,1.9566265,1,44
23,23,201,399,0,246,455,0,46,57,1,13934,39309,38317140,1782,21502.324,8581202000,223.95206,16309633000,425.64853,0,0,398981,223.89507,759394,426.14703,0,0,29382.932,16.488739,29391.334,16.493454,4023.9243,29.723574,29.616339,1.802659,1.795642,1,46
24,24,746,442,0,803,477,0,58,36,1,8369,26010,24177742,1537,15730.477,18734630000,774.871,11090025000,458.68738,0,0,1190833,774.7775,705730,459.1607,0,0,24326.887,15.827513,24332.03,15.830859,3471.9785,29.076752,29.105494,1.8371018,1.838529,1,48
25,25,888,444,0,933,501,0,46,58,1,7118,30224,27617208,1912,14444.146,25104923000,909.03186,13037278000,472.07083,0,0,1740664,910.3891,903248,472.41003,0,0,33128.684,17.326717,33204.074,17.366148,3537.9172,31.93607,31.829197,1.8431691,1.83283,1,50
26,26,245,463,0,284,504,0,40,42,1,8735,27628,21855472,1267,17249.78,5759688700,263.5353,10560343000,483.1899,0,0,334064,263.66534,612869,483.71664,0,0,17172.682,13.553813,17183.303,13.562196,3282.3,23.989325,23.483128,1.7699318,1.7315137,1,52
27,27,680,474,0,728,538,0,49,65,1,6359,24226,25908672,2065,12546.573,18212780000,702.96075,13135335000,506.98605,0,0,1449994,702.1763,1044440,505.7821,0,0,37110.977,17.971418,37162.586,17.99641,2749.802,33.0803,34.45717,1.8407172,1.9146689,1,54
28,28,1354,482,0,1382,511,0,29,30,1,14334,40318,1385981,57,24315.457,1890712200,1364.169,696435200,502.48538,0,0,77880,1366.3158,28538,500.66666,0,0,740.0367,12.9831,709.0901,12.440177,8536.489,22.568409,25.290533,1.7382913,2.032972,1,56
29,29,155,491,0,194,535,0,40,45,1,8319,28633,22992024,1442,15944.539,4006572300,174.25923,11802196000,513.31696,0,0,250527,173.7358,740430,513.47437,0,0,20888.002,14.485438,20898.38,14.492637,3346.5034,23.831135,24.009798,1.6451787,1.6566894,1,58
30,30,44,495,0,93,543,0,50,49,1,13843,36064,36271510,1549,23416.082,2483598300,68.47243,18851620000,519.7363,0,0,105252,67.94836,805906,520.275,0,0,24050.799,15.526662,24069.383,15.538659,4322.3438,28.273344,28.189127,1.8209544,1.8141286,1,60
31,31,788,509,0,824,550,0,37,42,1,9378,32240,24380538,1262,19318.967,19651623000,806.0373,12918006000,529.84906,0,0,1017839,806.5285,667739,529.1117,0,0,16949.44,13.430617,16972.16,13.448621,4358.8105,22.29018,23.175236,1.6596541,1.7232425,1,62
32,32,74,517,0,119,565,0,46,49,1,10321,27703,22373652,1366,16378.955,2135856600,95.46303,12114501000,541.4628,0,0,130569,95.58492,739750,541.5447,0,0,19803.34,14.49732,19803.166,14.497193,2152.4568,27.915966,27.909771,1.9255949,1.9251845,1,64
33,33,979,517,0,1048,573,0,70,57,1,6721,25298,34118136,2759,12366.124,34544280000,1012.49023,18587673000,544.8033,0,0,2792063,1011.9837,1499571,543.5198,0,0,56826.613,20.596815,56966.152,20.647392,2745.7979,36.436817,36.15561,1.7690511,1.751098,1,66
34,34,1245,520,0,1293,610,0,49,91,1,7565,25384,51003976,3587,14219.119,64759280000,1269.6908,28926915000,567.1502,0,0,4553431,1269.426,2032529,566.63763,0,0,88171.47,24.580841,88189.64,24.585907,2868.1301,48.2218,48.623177,1.9617637,1.9776849,1,68
35,35,218,521,0,264,572,0,47,52,1,7863,22228,22391830,1840,12169.473,5384227000,240.45497,12227954000,546.08997,0,0,442879,240.6951,1004694,546.0293,0,0,30125.02,16.372292,30128.072,16.373951,2123.8357,27.640844,27.581203,1.6882697,1.6844562,1,70
36,36,717,525,0,758,591,0,42,67,1,7401,22452,27268024,2020,13499.022,20104643000,737.29736,15219818000,558.15625,0,0,1489542,737.39703,1127635,558.23517,0,0,36739.83,18.188034,36741.344,18.188786,2580.9753,34.37488,34.420162,1.8899723,1.8923837,1,72
37,37,140,530,0,179,578,0,40,49,1,8781,25968,19608646,1307,15002.79,3124857000,159.36119,10853100000,553.4854,0,0,208201,159.29686,723643,553.6672,0,0,18851.445,14.423448,18852.455,14.42422,2842.5303,26.279408,26.155596,1.821992,1.8133109,1,74
38,38,851,549,0,941,672,0,91,124,1,5942,16533,71197224,7461,9542.584,63954944000,898.27856,43743410000,614.39764,0,0,6705606,898.7543,4580016,613.86084,0,0,256617.66,34.39454,256621.17,34.395008,1651.077,65.322716,65.80144,1.8992176,1.9131101,1,76
39,39,288,550,0,341,597,0,54,48,1,7289,22881,26086672,2023,12895.042,8186154500,313.80603,14914604000,571.7327,0,0,636560,314.66138,1157709,572.2733,0,0,34443.293,17.025848,34486.125,17.04702,2706.373,28.006508,27.791656,1.6449405,1.6302941,1,78
40,40,998,556,0,1065,611,0,68,56,1,7084,19874,32095532,2716,11817.206,33139937000,1032.5405,18744228000,584.0137,0,0,2803712,1032.2946,1588518,584.8741,0,0,54046.883,19.89944,54084.062,19.91313,2031.9546,35.977245,35.96278,1.8079526,1.8059833,1,80
41,41,79,570,0,124,610,0,46,41,1,8809,24169,20324360,1313,15479.33,2079293300,102.30548,12007039000,590.7709,0,0,134545,102.47144,775535,590.6588,0,0,18711.64,14.25106,18712.1,14.25141,2533.5593,26.33855,26.532686,1.848182,1.8617587,1,82
42,42,763,573,0,811,622,0,49,50,1,8019,21803,27181676,1927,14105.696,21385683000,786.7684,16228227000,597.0282,0,0,1516208,786.82306,1150658,597.124,0,0,31866.688,16.536943,31867.23,16.537224,2226.547,26.229595,26.121006,1.5861211,1.5795279,1,84
43,43,0,583,0,30,631,0,31,49,1,6323,17413,12941609,1192,10857.055,158864720,12.275499,7846135000,606.272,0,0,14997,12.581376,722105,605.7928,0,0,16338.604,13.706882,16357.053,13.72236,1901.1616,28.172588,27.607304,2.0553608,2.0118482,1,86
44,44,233,587,0,281,641,0,49,55,1,6636,18185,22998792,2118,10858.73,5898287600,256.46075,14104222000,613.2592,0,0,542962,256.356,1299976,613.77527,0,0,36766.195,17.358921,36776.81,17.363932,2006.2244,27.956835,28.483196,1.6105169,1.6403656,1,88
45,45,454,591,0,504,656,0,51,66,1,6197,21788,26166038,2416,10830.313,12541574000,479.30734,16288291000,622.49744,0,0,1157851,479.24295,1503357,622.2504,0,0,46204.36,19.124321,46207.887,19.12578,2007.909,34.629547,34.37439,1.8107595,1.7972804,1,90
46,46,1390,599,0,1448,643,0,59,45,1,7105,22363,26050442,1891,13776.014,36975354000,1419.3752,16154089000,620.1081,0,0,2685825,1420.32,1173384,620.50977,0,0,31774.674,16.803106,31818.738,16.826408,3311.613,30.653502,29.69274,1.8242759,1.7646511,1,92
47,47,154,611,0,196,660,0,43,50,1,7663,24633,21601124,1618,13350.509,3765177600,174.3047,13733431000,635.7739,0,0,283097,174.96724,1028777,635.8325,0,0,24680.07,15.253443,24696.97,15.263887,2963.153,25.80918,25.941568,1.6920232,1.6995387,1,94
48,48,318,617,0,381,682,0,64,66,1,7673,23862,31185584,2647,11781.482,10959964000,351.44327,20241424000,649.0635,0,0,928879,350.91763,1720157,649.8515,0,0,54907.207,20.743183,54927.305,20.750776,2233.566,40.634743,41.536358,1.9589444,2.0016773,1,96
49,49,47,620,0,89,654,0,43,35,1,9785,31418,17140612,1093,15682.17,1184682200,69.11552,10939443000,638.2178,0,0,75004,68.62214,697181,637.86,0,0,14000.463,12.809207,14013.312,12.820962,3484.7993,22.351767,22.722702,1.7449766,1.7723087,1,98
50,50,104,624,0,141,675,0,38,52,1,7839,27154,20267898,1526,13281.715,2478639400,122.29385,13168025000,649.69855,0,0,187093,122.60353,992992,650.7156,0,0,23097.66,15.136081,23137.488,15.16218,2547.4854,27.255161,26.448975,1.8006749,1.7444044,1,100
51,51,405,627,0,455,662,0,51,36,1,8337,31022,20865718,1483,14069.938,8973528000,430.06082,13450320000,644.6133,0,0,636843,429.42886,956227,644.79236,0,0,22057.418,14.873512,22072.553,14.883718,3010.9087,25.915,25.441856,1.7423592,1.7093751,1,102
52,52,1103,671,0,1179,729,0,77,59,1,7146,23461,40965560,3445,11891.309,46685676000,1139.6323,28730650000,701.3367,0,0,3926197,1139.6798,2416070,701.32654,0,0,77585.38,22.521156,77585.14,22.521086,2290.7922,39.596954,39.642914,1.7582114,1.7602577,1,104
53,53,1395,674,0,1439,740,0,45,67,1,7313,18359,27170626,2289,11870.085,38516870000,1417.5923,19205718000,706.8559,0,0,3244731,1417.5321,1617803,706.7728,0,0,42579.12,18.601625,42579.688,18.601873,2065.1309,33.41438,33.338207,1.7963151,1.7921963,1,106
54,54,1293,675,0,1350,746,0,58,72,1,5969,19808,30515906,2868,10640.135,40287523000,1320.2139,21652163000,709.5369,0,0,3785406,1319.8766,2033392,708.99304,0,0,61396.71,21.407501,61430.176,21.419168,2309.93,38.57221,38.148483,1.8018081,1.7810441,1,108
55,55,1449,696,0,1511,747,0,63,52,1,6113,20184,26693580,2512,10626.426,39479935000,1479.0048,19322182000,723.85126,0,0,3717514,1479.9021,1816159,722.9932,0,0,47869.152,19.056192,47939.094,19.084034,2026.5901,33.335297,33.881996,1.7493157,1.7754107,1,110
56,56,482,710,0,550,787,0,69,78,1,5436,15702,36694810,4054,9051.507,18967286000,516.8929,27454343000,748.1806,0,0,2094449,516.63763,3034088,748.41833,0,0,97746.99,24.111246,97754.17,24.113016,1870.0652,39.791294,39.495724,1.6503209,1.6379421,1,112
57,57,1567,710,0,1607,777,0,41,68,1,6911,25842,26901264,2295,11721.684,42802780000,1591.1066,20015917000,744.05115,0,0,3648653,1589.827,1708930,744.63184,0,0,44079.203,19.206625,44218.688,19.267403,2704.8042,37.762566,36.67396,1.9661219,1.9034201,1,114
58,58,36,725,0,78,772,0,43,48,1,6657,24762,20902764,1636,12776.75,1201375700,57.47449,15647342000,748.57764,0,0,92633,56.621635,1225300,748.9608,0,0,25032.873,15.301267,25066.139,15.3216,2530.2908,25.25991,25.061192,1.6508379,1.6356772,1,116
59,59,119,749,0,167,791,0,49,43,1,7016,29041,22897116,1703,13445.165,3268191500,142.73376,17628348000,769.89386,0,0,243990,143.27069,1312282,770.57074,0,0,26694.29,15.674861,26724.127,15.692382,3532.1033,26.867641,26.754574,1.7140594,1.7049403,1,118
60,60,1488,764,0,1534,813,0,47,50,1,7692,21959,23699548,1664,14242.516,35817130000,1511.3003,18669072000,787.7396,0,0,2515786,1511.8905,1310627,787.63635,0,0,26066.05,15.664693,26081.87,15.674199,2633.9553,27.666698,27.861223,1.766182,1.7775214,1,120
61,61,1217,786,0,1292,841,0,76,56,1,6241,20398,28539544,2536,11253.764,35835420000,1255.6409,23199259000,812.88116,0,0,3183109,1255.1692,2059871,812.252,0,0,55591.332,21.920872,55630.855,21.936459,2372.9111,41.60116,42.173172,1.8977876,1.922515,1,122
62,62,26,800,0,93,861,0,68,62,1,5150,14476,27576980,3177,8680.195,1599017500,57.98378,22886855000,829.9261,0,0,186311,58.64369,2636112,829.7488,0,0,68100.55,21.435488,68122.44,21.442379,1391.4115,36.474136,36.233395,1.7015772,1.6898029,1,124
63,63,1465,828,0,1514,876,0,50,49,1,7386,21429,24835114,1917,12955.197,37031970000,1491.1133,21152422000,851.7143,0,0,2857977,1490.8591,1634169,852.4616,0,0,31731.916,16.552902,31757.281,16.566133,2573.2012,27.466526,27.171772,1.6593179,1.6402,1,126
64,64,1367,835,0,1417,898,0,51,64,1,6272,18408,30023558,2540,11820.299,41814890000,1392.736,26047644000,867.5735,0,0,3537913,1392.8792,2202371,867.0752,0,0,48821.113,19.220911,48834.2,19.226063,2171.9287,33.990818,33.621998,1.768429,1.7487719,1,128
65,65,1083,850,0,1137,913,0,55,64,1,6943,26279,30858470,2416,12772.546,34257203000,1110.1394,27141646000,879.55255,0,0,2682144,1110.1589,2126399,880.132,0,0,46363.15,19.190044,46375.79,19.195276,2882.9863,35.46633,35.03776,1.8481631,1.8253325,1,130
66,66,122,859,0,205,920,0,84,62,1,4214,13493,29175818,4129,7066.0737,4728792600,162.07918,25973873000,890.2535,0,0,668429,161.88641,3674746,889.9845,0,0,102257.8,24.765753,102268.3,24.768295,1205.1123,44.25462,44.12857,1.786928,1.7816556,1,132
67,67,729,866,0,772,909,0,44,44,1,9053,28680,26848428,1501,17887.027,20155886000,750.7287,23856910000,888.5775,0,0,1126251,750.3338,1333692,888.53564,0,0,21944.457,14.619892,21950.41,14.6238575,4440.9243,23.28346,23.206444,1.5925877,1.5868894,1,134
68,68,1267,877,0,1321,948,0,55,72,1,6133,18509,30760148,3045,10101.8545,39777030000,1293.1353,28075805000,912.7331,0,0,3938279,1293.3593,2779800,912.9064,0,0,64367.457,21.138737,64373.234,21.140635,1745.6195,36.9941,37.06786,1.750062,1.7533939,1,136
69,69,607,881,0,688,939,0,82,59,1,6825,22012,51539156,3836,13435.65,33385607000,647.77167,46901223000,910.0115,0,0,2481191,646.81726,3492159,910.3647,0,0,91356.64,23.8156,91416.7,23.831257,2935.9197,41.266968,41.212456,1.7327704,1.7293446,1,138
70,70,195,892,0,293,947,0,99,56,1,4760,13467,31353404,4082,7680.8926,7703404000,245.69592,28843194000,919.9382,0,0,1003311,245.78906,3754769,919.8356,0,0,104599.76,25.624634,104604.17,25.625715,1151.5193,51.60926,51.49945,2.0140488,2.0096786,1,140
71,71,1483,895,0,1541,955,0,59,61,1,6381,19402,29118844,2509,11605.757,44109630000,1514.814,26980870000,926.57764,0,0,3801514,1515.1511,2325754,926.96454,0,0,48494.215,19.328106,48518.117,19.337631,2521.0671,35.25177,35.07637,1.8238605,1.8138918,1,142
72,72,816,915,0,869,953,0,54,39,1,8633,28061,27051074,1577,17153.504,22779130000,842.07855,25252573000,933.5146,0,0,1327756,841.95056,1472476,933.7197,0,0,24470.537,15.517145,24474.148,15.519435,4213.5273,28.11227,28.118454,1.8116909,1.811822,1,144
73,73,1367,916,0,1448,977,0,82,62,1,5549,14948,35438930,4029,8795.962,49836036000,1406.2512,33522119000,945.91235,0,0,5666453,1406.4167,3814151,946.6744,0,0,98533.65,24.456106,98559.2,24.462448,1479.9009,41.968624,42.263565,1.7160796,1.7276915,1,146
74,74,755,941,0,813,1002,0,59,62,1,8753,23090,33438478,2317,14431.799,26337868000,787.6515,32452098000,970.50165,0,0,1825926,788.0561,2245273,969.04315,0,0,43490.418,18.770142,43630.977,18.830805,2767.2913,36.186657,35.038876,1.9278841,1.8607211,1,148
75,75,405,954,0,485,1032,0,81,79,1,6012,22863,57695920,5052,11420.412,25666003000,444.84952,57207554000,991.5355,0,0,2248141,445.00018,5015309,992.7373,0,0,135162.39,26.754234,135254.78,26.772522,2489.9702,41.562794,42.509525,1.5535034,1.5878043,1,150
76,76,742,961,0,805,1034,0,64,74,1,6358,19994,28861804,2510,11498.727,22282715000,772.0486,28889303000,1000.95276,0,0,1937592,771.94904,2515438,1002.16656,0,0,53628.867,21.366083,53776.133,21.424755,2251.478,45.772404,44.76,2.1422927,2.089172,1,152
77,77,974,964,0,1025,1028,0,52,65,1,7492,27159,27296256,2092,13047.924,27306250000,1000.36615,27140915000,994.3091,0,0,2092791,1000.3781,2080282,994.3987,0,0,39378.824,18.82353,39377.03,18.822672,2891.8633,35.89374,35.98183,1.906855,1.9116218,1,154
78,78,1520,981,0,1563,1029,0,44,49,1,6187,16848,17163096,1514,11336.26,26457768000,1541.5498,17256002000,1005.4131,0,0,2333479,1541.2676,1520705,1004.4287,0,0,22287.99,14.721262,22326.068,14.746413,2158.5818,25.621826,24.87049,1.740464,1.686545,1,156
79,79,1126,1003,0,1163,1061,0,38,59,1,7077,26323,25552480,1808,14133.009,29249840000,1144.6967,26407737000,1033.4706,0,0,2069110,1144.4192,1867547,1032.9353,0,0,30335.963,16.77874,30340.244,16.781109,2885.0256,30.61582,31.19778,1.8246794,1.8591013,1,158
80,80,1315,1007,0,1375,1084,0,61,78,1,7617,29740,55388584,3695,14990.145,74423075000,1343.6537,57950093000,1046.2462,0,0,4968018,1344.5245,3866035,1046.2882,0,0,85895.91,23.246525,85943.45,23.259392,3427.6501,39.826283,39.651352,1.7132145,1.7047459,1,160
81,81,1247,1015,0,1284,1072,0,38,58,1,7991,26762,26155346,1739,15040.452,33087336000,1265.0315,27292613000,1043.4812,0,0,2200820,1265.5664,1813964,1043.1075,0,0,28182.473,16.206139,28199.951,16.216188,3167.8936,29.111736,28.679468,1.7963401,1.7685702,1,162
82,82,1536,1019,0,1569,1056,0,34,38,1,6321,19115,10478758,885,11840.405,16282379000,1553.8462,10857420000,1036.1361,0,0,1375586,1554.3345,918080,1037.3785,0,0,10100.834,11.413372,10142.851,11.460849,2780.928,20.319008,21.060059,1.7802808,1.8375653,1,164
83,83,918,1061,0,993,1120,0,76,60,1,6040,19378,32730998,3368,9718.2295,31273505000,955.4705,35710718000,1091.0366,0,0,3219921,956.0335,3674162,1090.9032,0,0,75042.8,22.281115,75064.2,22.28747,1710.4531,41.299572,40.72922,1.8535684,1.8274493,1,166
84,84,1146,1071,0,1212,1133,0,67,63,1,6574,21952,33092104,2824,11718.167,39039697000,1179.7285,36401340000,1100.0009,0,0,3333371,1180.3722,3109135,1100.9685,0,0,59503.92,21.070793,59544.652,21.085217,2347.0576,38.027977,39.150677,1.804772,1.8567833,1,168
85,85,1432,1080,0,1513,1125,0,82,46,1,6242,17238,32423132,2913,11130.495,47778520000,1473.5936,35736355000,1102.187,0,0,4293166,1473.7954,3209013,1101.6179,0,0,63799.727,21.901726,63821.52,21.909206,1818.9955,42.483986,42.39171,1.9397552,1.9348811,1,170
86,86,867,1125,0,901,1176,0,35,52,1,8909,27757,23576980,1431,16475.877,20826362000,883.3346,27098702000,1149.3712,0,0,1263895,883.22504,1645358,1149.7959,0,0,20911.646,14.61331,20915.32,14.615877,3251.0642,26.542532,26.979267,1.8163258,1.8458877,1,172
87,87,1398,1133,0,1457,1167,0,60,35,1,7922,22518,23757968,1602,14830.192,33897590000,1426.7883,27314465000,1149.697,0,0,2285570,1426.6979,1841809,1149.6935,0,0,25506.951,15.921942,25507.707,15.922414,2960.9653,30.349407,30.259293,1.9061373,1.9004211,1,174
88,88,991,1136,0,1042,1179,0,52,44,1,8372,26371,25634298,1611,15912.04,26047332000,1016.11255,29677877000,1157.741,0,0,1636826,1016.031,1864460,1157.3308,0,0,24976.064,15.503453,24981.422,15.506779,3147.6875,27.377794,27.172998,1.7659159,1.7523303,1,176
89,89,1582,1150,0,1607,1195,0,26,46,1,7405,21134,13202937,994,13282.633,21083283000,1596.8632,15490035000,1173.2264,0,0,1586799,1596.3772,1165264,1172.2977,0,0,12829.136,12.906575,12867.287,12.944957,2385.066,25.064655,25.342121,1.9420067,1.957683,1,178
90,90,0,1158,0,24,1217,0,25,60,1,5374,18595,11049333,1077,10259.362,103116000,9.332328,13089763000,1184.6654,0,0,10740,9.972145,1275030,1183.8718,0,0,15587.578,14.4731455,15651.8545,14.532826,2451.5564,34.596523,33.654396,2.3903942,2.3157501,1,180
91,91,1222,1168,0,1283,1210,0,62,43,1,7370,21266,25802664,2004,12875.581,32304136000,1251.969,30646570000,1187.7289,0,0,2508370,1251.6816,2379900,1187.5748,0,0,34788.656,17.35961,34792.54,17.361546,2509.8186,31.412117,31.114004,1.8094945,1.7921218,1,182
92,92,1523,1171,0,1563,1213,0,41,43,1,8946,25271,20447736,1320,15490.709,31539255000,1542.4327,24371850000,1191.9094,0,0,2036920,1543.1212,1572696,1191.4363,0,0,18183.363,13.775275,18207.262,13.79338,3039.757,22.59369,22.612818,1.6401626,1.6393964,1,184
93,93,1480,1176,0,1522,1219,0,43,44,1,8980,30722,22110696,1168,18930.39,33209487000,1501.9648,26460924000,1196.7477,0,0,1753589,1501.3605,1397691,1196.6532,0,0,16493.46,14.121114,16507.977,14.133541,4320.835,28.279026,27.793768,2.002606,1.9665112,1,186
94,94,1003,1183,0,1047,1230,0,45,48,1,7955,21687,23817292,1590,14979.429,24429756000,1025.7151,28716175000,1205.6859,0,0,1630651,1025.5667,1918325,1206.4937,0,0,23891.541,15.026126,23914.998,15.040879,2615.5596,23.762844,24.534985,1.5814352,1.6312201,1,188
95,95,1145,1191,0,1188,1243,0,44,53,1,7377,23535,24317230,1876,12962.276,28387484000,1167.3815,29598568000,1217.185,0,0,2189081,1166.8876,2281734,1216.2761,0,0,30834.256,16.43617,30876.793,16.458845,2452.838,27.640171,27.28321,1.6816673,1.6576625,1,190
96,96,1331,1224,0,1382,1275,0,52,52,1,6935,23409,25044356,2005,12490.95,33961499000,1356.054,31295110000,1249.5873,0,0,2719700,1356.4589,2503908,1248.8319,0,0,33882.156,16.89883,33910.92,16.913177,2489.4285,27.501299,27.66068,1.6274084,1.6354514,1,192
97,97,941,1225,0,970,1258,0,30,34,1,7946,18123,8616991,686,12561.211,8242294000,956.5165,10704227000,1242.2234,0,0,656004,956.274,852130,1242.172,0,0,6984.6167,10.181657,6985.473,10.182905,1700.8691,18.101511,18.079367,1.7778552,1.7754625,1,194
98,98,57,1226,0,116,1288,0,60,63,1,4856,13802,24856374,2722,9131.658,2139816000,86.08721,31277066000,1258.3116,0,0,235158,86.391624,3424258,1257.9934,0,0,53751.055,19.746897,53758.344,19.749575,1762.1772,33.960968,34.160923,1.7198129,1.7297043,1,196
99,99,1203,1230,0,1245,1285,0,43,56,1,9195,20896,24019920,1730,13884.347,29402042000,1224.0691,30219383000,1258.0968,0,0,2117964,1224.2566,2175174,1257.3259,0,0,27970.605,16.16798,27989.293,16.178782,1859.7705,29.339195,28.74481,1.8146482,1.7766981,1,198
100,100,1589,1230,0,1607,1265,0,19,36,1,11924,30600,9969534,473,21077.238,15955665000,1600.4424,12426692000,1246.4667,0,0,756817,1600.0359,588990,1245.2219,0,0,4512.4404,9.540043,4558.168,9.636719,4210.53,20.968338,19.659262,2.1979291,2.040037,1,200
101,101,1556,1237,0,1591,1285,0,36,49,1,9496,25079,20034908,1264,15850.402,31534998000,1574.0026,25267583000,1261.1779,0,0,1989443,1573.9265,1593727,1260.86,0,0,17683.64,13.990222,17687.578,13.993338,2581.6658,25.711794,25.467817,1.8378403,1.8199959,1,202
102,102,1263,1238,0,1312,1291,0,50,54,1,7536,23151,23890932,1741,13722.534,30778065000,1288.2739,30220740000,1264.946,0,0,2243453,1288.6002,2202002,1264.7915,0,0,29271.986,16.813318,29281.82,16.818966,2320.316,33.820187,33.476982,2.0115118,1.9904305,1,204
103,103,955,1244,0,997,1286,0,43,43,1,7297,20448,17327786,1391,12457.071,16901370000,975.39124,21914667000,1264.7125,0,0,1357623,976.00507,1760201,1265.4213,0,0,19702.99,14.164623,19733.275,14.186396,2445.526,23.809229,23.902342,1.6808939,1.6848778,1,206
104,104,1395,1249,0,1431,1296,0,37,48,1,8610,26693,22512430,1313,17145.797,31826348000,1413.7234,28591596000,1270.036,0,0,1857014,1414.3291,1668392,1270.6718,0,0,18526.79,14.110274,18540.63,14.120816,3723.0283,26.77134,27.571442,1.897294,1.9525388,1,208
105,105,1483,1254,0,1505,1291,0,23,38,1,14552,33942,11765398,541,21747.502,17589320000,1495.0043,14941445000,1269.9481,0,0,808865,1495.1294,687327,1270.4751,0,0,5540.082,10.240447,5539.427,10.239236,3645.2866,20.609968,21.146265,2.0126042,2.0652192,1,210
106,106,1513,1263,0,1544,1317,0,32,55,1,8694,24117,19760756,1225,16131.2295,30217415000,1529.1628,25510146000,1290.95,0,0,1873313,1529.2351,1582696,1291.9967,0,0,17862.611,14.581723,17909.26,14.619803,2951.3171,29.385592,28.365435,2.0152345,1.9402063,1,212
107,107,1156,1265,0,1196,1316,0,41,52,1,7898,25642,23212018,1592,14580.413,27314571000,1176.7426,29918206000,1288.9102,0,0,1871813,1175.762,2052807,1289.4517,0,0,24525.72,15.405603,24564.49,15.429956,2923.3494,27.72251,28.61062,1.7995082,1.8542256,1,214
108,108,1282,1296,0,1323,1346,0,42,51,1,8528,21366,23488240,1615,14543.802,30595373000,1302.5826,30999763000,1319.7993,0,0,2103230,1302.3096,2132297,1320.3077,0,0,24790.281,15.350019,24802.89,15.357827,2664.2957,26.55469,26.311964,1.729945,1.7132609,1,216
109,109,0,1304,0,54,1386,0,55,83,1,4736,15512,25246434,2914,8663.841,661882300,26.216862,33924610000,1343.7386,0,0,74887,25.699038,3914636,1343.3892,0,0,65852.25,22.598576,65864.15,22.60266,1413.9185,47.21715,47.209934,2.0893862,2.0886893,1,218
110,110,1197,1308,0,1243,1384,0,47,77,1,9075,28887,43570224,2754,15820.706,53149560000,1219.8597,58481450000,1342.2344,0,0,3360008,1220.0465,3699660,1343.377,0,0,57089.67,20.729729,57120.62,20.740967,3325.8076,40.923943,42.08075,1.9741669,2.028871,1,220
111,111,1455,1315,0,1507,1360,0,53,46,1,7938,21718,23465944,1720,13642.99,34715406000,1479.3953,31367694000,1336.7327,0,0,2544881,1479.582,2300658,1337.5918,0,0,27048.498,15.725871,27076.73,15.742285,2471.238,27.5402,27.79743,1.751267,1.7657812,1,222
112,112,982,1320,0,1054,1375,0,73,56,1,6433,17676,35149990,3206,10963.815,35749220000,1017.0478,47358530000,1347.3269,0,0,3261881,1017.4301,4321670,1347.9944,0,0,69237.13,21.596111,69268.61,21.605928,1858.4481,36.69319,37.134315,1.6990647,1.7187096,1,224
